OBSID,target_comb_idx,target_text,ctx_-4_speaker,ctx_-4_text,ctx_-3_speaker,ctx_-3_text,ctx_-2_speaker,ctx_-2_text,ctx_-1_speaker,ctx_-1_text,ctx_0_speaker,ctx_0_text,ctx_1_speaker,ctx_1_text,ctx_2_speaker,ctx_2_text,R1: References prior student content,R2: Builds on student content,R3: Invites further student thinking,C1. No student content available (N/A)
321,321_305,"20, 40, 60, 80, 100, 120, 140, 160 one inch cubes.",teacher,You just told me it was 160.,student,"Yeah.  I said 1,600.",teacher,"It can't be.  Count by twos.  2, 4, 6, 8, 10, 12, 14, 16. 1,600 is this number.",student,I know.  You said each was two.,teacher,"20, 40, 60, 80, 100, 120, 140, 160 one inch cubes.",student,[Inaudible] one rectangle with 10 inch cubes.,teacher,"That's not 10.  The only one equal to 10, honey, is the orange.",0,0,0,0
2260,2260_330,Sure you can setup here if you want. Excuse me you need to get going on your equations okay? Number 6 is being read out loud if you need—if you want to hear it. Jupiter is about 5 times the distance Earth is from the sun how far is Jupiter from the sun. What—then you need to use the picture. Student K what is your equation?,teacher,Yep got it. Student I if you wanna come up to the front table to work on this you can.,student,Can I do number 4 please?,teacher,Brad lives 10 times away from Dallas as Jenny. If Jenny lives 45 miles away from Dallas how many miles from Dallas does Brad live?,student,[Inaudible].,teacher,Sure you can setup here if you want. Excuse me you need to get going on your equations okay? Number 6 is being read out loud if you need—if you want to hear it. Jupiter is about 5 times the distance Earth is from the sun how far is Jupiter from the sun. What—then you need to use the picture. Student K what is your equation?,student,Huh?,teacher,What is your equation for number 6?,0,0,1,0
4664,4664_288,"So, W., who are you working with?",student,Oh!  Wait.  Huh?,teacher,"Is there another number you should put here?  You said 5 students have 1 pet.  Okay.  You have 1 pet, 2 pet, 3 pet, 4 pet, 5 pet—anything else you should be putting there?",student,Oh.  Five?,teacher,"All right, we'll see, we'll see.",teacher,"So, W., who are you working with?",student,"Uh, __________.",teacher,"Okay, so where is your simple data table?  Where would your frequency table be?",0,0,0,1
2534,2534_5,Okay and how is this information organized Student J?,teacher,"So you can do the same thing that you usually do put your slash out of 4. At number 12 okay? See how you do once again, so a second time. Alright? Student C read number 9 please?",student,Yeah. [Inaudible].,teacher,A little louder honey.,student,[Inaudible] class went bird watching for the science project. The class kept a record of the number of different types of birds that they saw.,teacher,Okay and how is this information organized Student J?,student,It’s organized because they go to science fair and they watch birds so they go out graph to record the—how many birds they saw.,teacher,Okay so they made a graph of some sort to record the number of birds that they saw and how many types of birds did they see?,0,0,1,0
303,303_109,It is less.  Let me see your work when you finish it.  What's that extra one over there?  Do you need that?  Do you need more cubes?,teacher,"Nobody did it yesterday.  I'm going to sit this down for just a moment, and we are going to think about what we were working on last week.  Want me to move my stuff?  Throw that away for me.  You might want to use some folders. First of all, show me a block that's worth one tenth. You've got it.  Show me one – actually, one tenth.  Yes. Show me a block that's worth a hundredth.  Now the first thing I'm going to do is I'm going to put a number – I need you to participate, and I need behavior to be good today. Head off the desk please, sir.  I want you to show me this number.  I want you to build this number for me.  What does this say?",student,0.92.,teacher,"0.92, or ninety-two hundredths?  You are not going to want to use 92 of the hundredths cubes, so think of another way to model that decimal.  We could, but that would just take a really long time, wouldn't it?  Is this number more or less than one whole?",student,Less.,teacher,It is less.  Let me see your work when you finish it.  What's that extra one over there?  Do you need that?  Do you need more cubes?,student,"Ms. C, we need more hundredths.",teacher,"What do you need?  More hundredths?  Okay.  You've got your two over there.  Very good.  Now I want you to model for me a number that is less.  Student P, hold it down a little bit. I need you to model a number that is less than ninety-two hundredths.  It can be anything.  You decide.  Show me what that would look like if you wrote it in a number sentence. Show me where your greater than and less than symbols would go.  Here you go, baby.  Write a number sentence that's going to show this, and then show me the more than and the less than sign.  I'll show you the example.  Ready?  That's okay.  Let me help you.",1,0,0,0
847,847_44,I'm not sure what – think of some strategies.,teacher,"Yes, well, how many he started with is what we're trying to solve.  This is what we're solving for, is how many he started with, okay?  So they're giving you how many he had at the end and how many he won throughout the three games. What we have to figure out is how many did he have before he played the games.  That's where we've gotta go.  So now we know all of our important data.  Does anybody have an idea what – something he might could do to start it? Student, what do you think?",student,[Inaudible],teacher,"We're gonna have to do some kind of operations, right?",student,Divide.,teacher,I'm not sure what – think of some strategies.,student,"See like how many he – like he played three games of marbles, so we have to see [inaudible] the first game he lost one half of his marbles.",teacher,Okay.  Keep thinking.  What's the strategy?,0,0,1,0
910,910_573,"[Inaudible].  Remember, line up decimals, right?",teacher,"Guys, do not forget to line up your decimals.",student,[Inaudible].,teacher,Which one are we doing?,student,I’m trying to help her ‘cause she didn’t understand one.,teacher,"[Inaudible].  Remember, line up decimals, right?",student,[Inaudible].,teacher,"Did you do it?  Yeah, come on.  You’re lining up decimals.  So right after you write this, Student J, watch.  Write the two decimals and put the decimal right away.  ‘Cause when you’re lining up, when you’re adding or subtracting, you put it right away.",0,0,0,0
2098,2098_470,"Student B, you and your partner working it out together?  You two working it together?  You need more paper, darling. There you go.  Go back and erase that.  She’s trying to show you step by step. Oh, no wonder.  Because you’re supposed to be partners working together.  She’s only on this step and you’re all the way down here.  Remember, step by step.  Boys and girls, give me five.  Remember, step by step.  You shouldn’t be on step one and your partner’s already at step three.  Are you working as a partner if that happens?",multiple students,Of three.,teacher,"Three.  Okay?  How many of you think you have it?  How many of you think you need a little bit more practice?  Okay, we’re having a test right now, on division.",student,What?,teacher,"Who needs more practice?  Oh, it’s amazing how the hands go, when we say we’re having a test.  We’re not having a test. You know better than that.  All right.  Let’s do another one, and I want you to do this one with your partner, step by step. Remember boys and girls, you guys know, when it comes to math, I’m okay if you talk it out.  You sit there and talk out your math steps.  You say, “Oh, I [inaudible] this and this.”  It’s okay.  It’s okay to talk it out, all right? Let’s go with.  Let’s see.  I have some math problems, okay?  Seventy-five divided by five.  You and your partner. I want to hear you and your partner talking it out step by step.  Student S, can you come sit right here?  Because she no longer has a partner.  Student N, and Student T, can you include him?  Because his partner just left.  So, be sure, Student N, Student T, that you all talking it out step by step.",teacher,"Student B, you and your partner working it out together?  You two working it together?  You need more paper, darling. There you go.  Go back and erase that.  She’s trying to show you step by step. Oh, no wonder.  Because you’re supposed to be partners working together.  She’s only on this step and you’re all the way down here.  Remember, step by step.  Boys and girls, give me five.  Remember, step by step.  You shouldn’t be on step one and your partner’s already at step three.  Are you working as a partner if that happens?",multiple students,No.,teacher,Now you got to put down here saying you need to put down another twenty-five times five is what?  That’s what you’re trying to explain to her?  [Inaudible] you have to put that [inaudible].  Let’s look at this.  How many times can five go into seven without going over?,0,0,0,0
2769,2769_237,Can I borrow scissors?,teacher,"Yeah, the same number.  You would go over five and down ten.",student,Okay.,teacher,Five.  So you needed to connect this.,teacher,"Now make your rectangle go over five and down ten, down ten on that line, right.  All right.  What I want you to do, if you’re talking please stop.  What I want you to do is cut out your rectangle.  Cut out your rectangle.  What is the base of this figure, of the triangle?  It was five and it was ten, the height.  The base was five.  The height was ten.  And then we kind of turned it into a rectangle, right.  Now you’re cutting this out.  Cut out your rectangle.  Don’t do anything other than cut out your rectangle.",teacher,Can I borrow scissors?,teacher,I’m going to cut out mine.,teacher,"You should cut out your rectangle.  Now, I want you – can I borrow these?  Now you’re going to cut on that line and make two triangles.  I cut them apart.  All right, cut them apart.  So you should have two triangles.  This was my rectangle, right?  Listen first and then ask your question.",0,0,0,1
2195,2195_112,Student K.  Student K.,student,[She started] at half.,teacher,"She started at half, but then she did something else.",student,She cut – she cut it into fourths.,teacher,"And then what did you do, Student K?",teacher,Student K.  Student K.,teacher,So now you had –,teacher,"You had to move these, Student S, over here.  So Student S, how would you move – or actually, this is for – this is for everyone.  How would you move this – Student D?  How could you move three pieces when there’s only one left over?  How can we put – how can we put three pieces – how can we put three pieces, Student S, when there’s only one left over? I want to move these three over here.  Okay, Student S, how can we do that?",0,0,0,0
2056,2056_404,10.  You subtract and you get?,teacher,1.  Bring down your 4.  5 goes into 14…,multiple students,2 times.,teacher,2 times.  5 x 2 is?,multiple students,10.,teacher,10.  You subtract and you get?,multiple students,4.,teacher,Did we get a zero?,1,0,0,0
2452,2452_334,Good.  And the denominator is?,teacher,"How many lines, Student T?  1, 2, 3, 4, 5, 6, 7, 8.  There are eight lines.  That’s what it’s broken up into.  This one was broken up into fours.  That’s how they come up with centimeters, millimeters, they are not all the same.  Okay, D would be what?  Let’s do that one and then you should be good to go for tonight.  Do, where should it be?  Student H?",student,Between 4 and 5.,teacher,"All right, so the whole number is going to be?",student,Four.,teacher,Good.  And the denominator is?,student,3.,teacher,And the numerator is?,0,0,1,0
836,836_122,"Okay, how many sides does a pentagon have?",teacher,Okay one more.,student,"Um, 20 plus um,",teacher,Use a symbol this time.,student,Pentagon.,teacher,"Okay, how many sides does a pentagon have?",multiple students,5,teacher,5 alright.,1,0,0,0
2205,2205_11,"No, it's not.  It won't be equal to the same thing.  Yes? Okay.  So when the buzzer goes off, we're going to go over how to do these.  So do you have work to show how you got this answer?",teacher,"If you're stuck, this number that I'm circling, the smaller number that's like above the other number, it's call an exponent and that's telling you how many times you're multiplying the number.  So for example, two to the eighth power means saying two times two times two times two times two times two, eight, so one, two, three, four, five, six seven, eight times.  And you have to figure out what number that's equal to.  So you're just multiplying.",student,Am I doing this right?,teacher,"Two times two.  Yep, you are.  Nope.  So you're going to say five times five times five.",student,It's still equal to the same thing but you're just –,teacher,"No, it's not.  It won't be equal to the same thing.  Yes? Okay.  So when the buzzer goes off, we're going to go over how to do these.  So do you have work to show how you got this answer?",student,Yeah.,teacher,Where's that work?,1,1,1,0
2277,2277_319,"So for the tangram game, maybe don’t use the big pieces right off the bat.",teacher,"The new tangram, reasoning game?  It’s fun?",student,"Yeah, I like it.",teacher,Can you give us some advice?,student,"Yeah, try not to use your big pieces because that takes up too much of the board and you won’t have any space for your smaller.",teacher,"So for the tangram game, maybe don’t use the big pieces right off the bat.",student,Um-hum,student,And you try to use the squares really quickly.,1,0,0,0
203,203_460,"Yep, you're right.  How are you doing?",teacher,"Okay.  I can see you're on three.  That's good.  She knows what she's doing, yep.",student,[Inaudible] I get it because [inaudible].,teacher,Right.  Which is?,student,Which is .20.,teacher,"Yep, you're right.  How are you doing?",student,I'm good.  I'm just checking something [inaudible].,teacher,You should have had a homework sheet to go with this.,1,0,0,0
2944,2944_528,What was this one?,teacher,"I want to see one more from you.  Student M, I’m not sure what you’re doing over there, but you’re -",student,I made two.,teacher,- writing numbers like crazy.  Show me what you’re doing.,student,"I did one, then two then four.",teacher,What was this one?,student,I did - it’s kind of like similar.,teacher,"Kind of like similar?  I hope you’re making halves and not fourths, or twenty-four [inaudible].",0,0,1,0
2051,2051_47,Carry my two.  That's 24 plus 2.  I did them off the paper for you.,teacher,"Okay, zero two point six five zero, Student R?",student,Mm-hmm.,teacher,"Okay, we'll see.  All right, so that's 10.  That's four and five.  That’s six and that’s zero.  Keeping my zero.  Eight times five is forty.  Carry that four.  That’s 16 plus 4?",student,Twenty.,teacher,Carry my two.  That's 24 plus 2.  I did them off the paper for you.,student,Twenty-six.,teacher,Eight times zero plus two?,0,0,0,0
360,360_490,"16, exactly.  So, 16 ounces, I want you to kind of put that right there, 16 ounces equals 1 pint.  So, these two things are the same, right?  2 cups, 16 ounces, those both equal 1 pint.  So, are you drinking a whole pint for lunch of milk?",teacher,"All right.  Did anybody also confirm these same things?  Or does anyone disagree with any of these findings?  All right. Let me – I’m gonna confirm them for you, okay?  I’m gonna actually use the containers that we have up here.  The smallest ones that I’m gonna start with are these guys, okay? This would be a cup, okay?  Whenever somebody says you need to drink a cup of milk a day, they’re saying you need eight ounces, okay? A lot of times people will count – like if you drink a glass, like I use my, you know, the cup that I have from the cafeteria and if it said I had a cup of water, well that’s more than a cup.  That’s way more than eight ounces, okay?  So, you can count that as more.  You can count and see, all right? So, I have one cup here.  I want to put it down.  And they call it a gill – a half of a cup is called a gill.  Anybody know that?  That’s pretty interesting. I’m gonna use my measuring tool here, hopefully, [inaudible] being too, too messy, and I’m not using this one as a measuring tool, ’cause I didn’t do that exact, ’cause I just poured it in there, ’cause, so, it’s above where I want it to be.  So, I’m just gonna pour this in here.  And I’m gonna put it flat on the ground, on the table so that it’s not gonna be tilted or wrong. So, let’s just confirm.  We have a cup.  All right, there we go.  So, I filled that right to the line, so that is one cup, okay? Now, the next size up from a cup is what?  Anybody remember?",student,Pint.,teacher,"What was the next size up, okay?  It was a pint.  So, how many ounces do you think – if eight ounces is one cup, how many ounces do you think is gonna be a pint?",student,16.,teacher,"16, exactly.  So, 16 ounces, I want you to kind of put that right there, 16 ounces equals 1 pint.  So, these two things are the same, right?  2 cups, 16 ounces, those both equal 1 pint.  So, are you drinking a whole pint for lunch of milk?",student,No.,teacher,Is it a pint?  Does it say pint on your milk carton?,1,1,1,0
4424,4424_469,"Okay, good, you're going to fix it?",teacher,"You're welcome.  If you have – regardless of what you have, you have to write an equation on the back.  Student B and Student K, can I have your attention for just a moment? Good.  You have to show me three sixths.",student,That's half.,teacher,That's half.,student,I know.,teacher,"Okay, good, you're going to fix it?",student,Yeah.,teacher,"Oh, good.  On the back you need to write an equation for me. For instance, one half plus one half equal one whole.  But if your front doesn't show me half, then you better not have that equation on the back.  Okay?  Does that make sense?",0,0,1,0
2174,2174_199,Not these.,student,Me.,teacher,There’s definitely more than one way to do this.  There’s more than one way to do it. [Students working on problem in groups].  [Crosstalk]. [Inaudible].,teacher,"I heard Student D coming up with something that’s sounding like a pretty good plan.  Speak up a little bit Student D, so your group members can hear you.  Huh?  I’m sorry.  Yeah. Not the -",student,I think I got it.,teacher,Not these.,student,That’s [inaudible].,teacher,"Oh, yeah.  You can do whatever you want to.  This paper is yours.",0,0,0,0
2114,2114_0,Go ahead and get some paper.  We're going to be working on 2 by,,,,,,,,,teacher,Go ahead and get some paper.  We're going to be working on 2 by,student,Is Student B sitting here?,teacher,"Yes.  Go ahead and put today's date on the top.  Student B, I'm waiting on you.",0,0,0,1
853,853_225,"All right, so – shh.  16 is XVI.  Yes.",student,[Inaudible],teacher,When we get there I’ll have you help me.  So XV is 15.,student,"Wait, where are we?",teacher,"Okay, XV is 15.",teacher,"All right, so – shh.  16 is XVI.  Yes.",student,"So if it had to represent 14, it would be – it would be I in front of the –",teacher,I in front of the V.,0,0,0,0
2981,2981_53,"I’m sorry, Student H, the rule was?  Sorry, M.",teacher,"M is at five four.  And then finally, N.  Student M?",student,Two [inaudible].,teacher,"All right, so N is at two zero.  What’s my rule when it comes to ordered pairs?  I know the homework, the ordered pairs you’re using gridlines.  Again, you’re going to see something new in a few seconds, okay?  Student M, the rule was?",student,[Inaudible].,teacher,"I’m sorry, Student H, the rule was?  Sorry, M.",student,Go over [inaudible].,teacher,"Yeah, so you’re going to go over, and in this case you have to go up.  Sometimes you have to go over and then go down, okay?  If you played Battleship I think you’d have to go over and down.  All right, another problem we had last night was this MCAS practice problem.  [Inaudible] give your answer to this problem in the space provided. Which of the following graphs shows a temperature decreasing over time?  Let me see if I can get this zoomed in.  Now these are all graphs, and they all show temperature.  I can see that because of the labels.  They also show time.  They want to know what happens to the temperature if it’s decreasing over time.  Any key words here?  I know some words are the same, right?  They’re repeated.  But look at that question, carefully.  Student K?",0,0,1,0
4598,4598_84,"Sorry, 190.  So there was a green dot here.  Now it is your turn.  Notice what it says.  You’re going to do the same exact thing.  If somebody on your team says 190, I’m gonna check it.  You lose your turn.  I’m already there.  You can’t take my point and now move it because the goal of the game is to get – it’s like Connect Four.  You can get four in a row this way.  You can get four in a row this way, but if there is any type of other color dot blocking my green dots, that’s obviously not four in a row.  So who would like to take player B’s first turn?  Student C, where would you like to go, say it.",teacher,"It’s a 30-degree grid, so this is?",teacher,"Come on, you guys were doing good for awhile.  At the end there it got a little, okay. So again, what you may want to do is put a little – as a reminder, but I think you guys can count the three circles.  The way the game works, right now we’re playing you against me, okay?  Now you can see through my paper, so I have – the directions will be posted on the board.  They’re right here.  So the way the game works is you’re gonna choose the grid you want to play on.  You’re working with level one, level two, level three.  Your first game, 45 degrees, right?  Then the thirty degree, and last, if you make it there, the 15. I have them all printed up for you.  They’re double-sided, so if you like one better than another and you want to replay on it, that’s fine.  I think there’s two or four of each.  Second, you’re player A and B or one and two, whatever you want to call yourselves.  You’re gonna rock-paper-scissors to see who goes first.  That’s the way we do it, right? Rock, paper, scissors – I go first.  I never win.  So notice the rules.  I’m A.  You’re B.  We’re playing against each other.  Player A chooses a point in the circle where the circle in the gridline meet.  I am not going to go take my marker and just stick it out.  That’s not the way it works because you can lose your turn.  What’s this word?",teacher,"Says.  I’m going to say the point I want you to start at.  So I go first, so I’m going to say one, 190 degrees.  Excuse me. I said that, right?  Now it’s on to direction two.  Player B checks that that coordinate is correct, which means it’s on this grid and it’s not occupied.  Can I go to that spot?",teacher,"Yes.  So I’m going to go to zero, which means I’m not moving and 90, right?  Is that what I said or 190?",teacher,"Sorry, 190.  So there was a green dot here.  Now it is your turn.  Notice what it says.  You’re going to do the same exact thing.  If somebody on your team says 190, I’m gonna check it.  You lose your turn.  I’m already there.  You can’t take my point and now move it because the goal of the game is to get – it’s like Connect Four.  You can get four in a row this way.  You can get four in a row this way, but if there is any type of other color dot blocking my green dots, that’s obviously not four in a row.  So who would like to take player B’s first turn?  Student C, where would you like to go, say it.",student,"One, 120.",teacher,"One, 120, so I’m going to go to one and then I’m gonna go to 120.  Now it’s player A’s turn, right?  What if I say I want to go to 120, two, Student J?",0,0,1,0
4163,4163_12,"Right. When they’re not the same, that is causing us problems, and that is when we have to find the common denominator. When they are the same – we got pretty good at that – where you would just multiply the numerator and not the denominator, right? Okay, so we’re going to talk about multiplying fractions. I actually really like multiplying fractions because, well, I think it’s a little easier.  But I want you to think. This is the algorithm.  We’re going to learn two ways, okay?  The algorithm is the pencil and paper way that, you know, can be a little boring sometimes.  But we’re also going to explore ways to do it visually, and to draw pictures, and represent things, okay? So who’s read this so far since you’ve been sitting here? All right, Student B, what are you – what have you decided about this?",teacher,"The bottom number, which is the?",student,Denominator.,teacher,Mm-hmm.,student,They’re two different numbers?,teacher,"Right. When they’re not the same, that is causing us problems, and that is when we have to find the common denominator. When they are the same – we got pretty good at that – where you would just multiply the numerator and not the denominator, right? Okay, so we’re going to talk about multiplying fractions. I actually really like multiplying fractions because, well, I think it’s a little easier.  But I want you to think. This is the algorithm.  We’re going to learn two ways, okay?  The algorithm is the pencil and paper way that, you know, can be a little boring sometimes.  But we’re also going to explore ways to do it visually, and to draw pictures, and represent things, okay? So who’s read this so far since you’ve been sitting here? All right, Student B, what are you – what have you decided about this?",student,"Um, that it’s easier.",teacher,"Easier, okay.  All right.  So multiply N times N, and D times D.  N and D stand for?",1,1,1,0
2098,2098_238,Let’s try it.  Seven times three?,teacher,"We have to look at it as twenty-one, because we pulled that number down with it, okay?  So, let’s think, hmm.  Let’s go into our mental rolodex and think about what number times three will get me close to twenty-one without going over. Oh, I see a lot of hands raised.  So, I can’t just pick one.  What number gets me close to twenty-one?",multiple students,Seven.,teacher,Let’s try it.  Do we know if we’re right?,multiple students,No.,teacher,Let’s try it.  Seven times three?,multiple students,[Multiple answers].,teacher,Do I need to pause here?,1,1,1,0
2370,2370_42,How do you know it's division?,teacher,Little bit louder.,student,My group has a bowl of crackers.  We want to share it evenly between the four of us.  How much does each person get?,teacher,What type of problem is this?,student,Division.,teacher,How do you know it's division?,student,[Inaudible].,teacher,"We’re putting something into groups.  When we start with the total and divide it up, it's just that.  It's division. What is this problem missing?  Can we solve it how it is right now?",0,0,1,0
538,538_236,"And K, who knows K?",teacher,"Okay, I was 90.  Student A?",student,J was 90.,teacher,"Okay, Student C?",student,L was 90.,teacher,"And K, who knows K?",student,Me?  90.,teacher,If you’d raise your hand it would be nice.,0,0,1,0
758,758_387,Okay.  And tell us what you did.  Can you tell us what you did?,student,"Hasta la vista, baby.",student,"Student K, try to write it bigger.",teacher,"Okay.  And tell us what the number is.  Speak a little louder, so we can hear you.",student,"It’s 3,472.",teacher,Okay.  And tell us what you did.  Can you tell us what you did?,student,I times it everywhere on the sides and the top and got [inaudible].,teacher,"Uh-huh.  Okay.  Nice try.  Good job.  Good job, everybody. Now, here’s another one we’re doing.  Last one – actually, we’re gonna do a few more.  40 times –",0,0,1,0
1009,1009_270,"Well you're dividing not the actual fraction by fraction, you're dividing in order to reduce this.",teacher,"I can’t do across.  So I can do top to bottom or bottom to top and I can do diagonal.  But not across because if you do it across, you can’t do that.  So not across.  So top and bottom, top and bottom, diagonal, diagonal.",student,Then why is it multiplication?,teacher,Not across.,student,Are you multiplying or dividing up and cross—up and down?,teacher,"Well you're dividing not the actual fraction by fraction, you're dividing in order to reduce this.",student,"So when you're done, you—",teacher,"Then when you're done, you multiply like normal your fractions.",0,0,0,0
2114,2114_224,"9 times 7, what is it?",teacher,"You're talking, you'll be asked to sit out.",student,64.,teacher,Try again.,student,69.,teacher,"9 times 7, what is it?",multiple students,63.,teacher,Okay.,0,0,1,0
2273,2273_76,"This is another one you had over here, honey.  That's an eighth, what you've got in your hand.  How do you know they're not labeled?  Student V, would you get your fraction kit and let him borrow your eighth?  Okay, Student F.  Orange, and the black, and the brown, and the yellow, and then total.  Okay.  Let's look at this.  Orange, you said you had one half.  Black, you said you have two eighths.  What is that, simplified?",teacher,"You were supposed to use your fraction kit to determine that. Okay.  Figure that out.  You got all of the colors and you have a total?  Okay.  Let me check Student E's, then I'll check yours.  Brown, yellow.  1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12 sixteenths.  So then blue.  Okay.  Good.  So then add.  Okay.  You are ready to start writing this on your paper.  All of this, write it on there.  Those are sixths?  I'm not so sure about that, Student G.  Where is your fraction kit?",student,[Inaudible].,teacher,Find an eighth.,student,There's one right there.,teacher,"This is another one you had over here, honey.  That's an eighth, what you've got in your hand.  How do you know they're not labeled?  Student V, would you get your fraction kit and let him borrow your eighth?  Okay, Student F.  Orange, and the black, and the brown, and the yellow, and then total.  Okay.  Let's look at this.  Orange, you said you had one half.  Black, you said you have two eighths.  What is that, simplified?",student,One fourth.,teacher,Okay.  So let's write that.  Can you simplify three sixths?,1,1,1,0
871,871_63,What are we doing?,teacher,"Does it all make sense now, sort of?",multiple students,Yes.,teacher,"Okay, well, I showed you what our end product is gonna look like, correct?  When we build our house, what is it gonna look like, Student?  What are we doing?",student,[No response],teacher,What are we doing?,student,We're making these houses that we have to measure with our rulers the length of each line on the house.,teacher,"Okay.  Why is it important that we get those lines exactly the way they're supposed to be?  Why is it important, Kevin?",0,0,1,0
2645,2645_58,"That's correct.  Our chord isn't passing through the center. So we have LM.  That's a chord.  We have LT.  That's a chord.  Then we have our diameter, QS.  That's a chord. All right.  It passes through unlike the other guys.  They don’t pass through at all.  They just fall wherever they want in the circle.  Who's clear so far on radius, diameter, and chord?  Who's almost there?  I want to make sure we reel in everybody.  We're almost there.  I think everybody's almost there.  Who has their chords, radiuses, and diameters on their boards?  Let me take a look.  Okay. Good.  Going to add some more stuff on there, more stuff to add.  Angle.  Circle.  How is that an angle?  Let's see. An angle, a central angle – who can read that for me? Interesting stuff.  Read that.",teacher,"Okay.  So we said that the diameter is also a chord, right?  A diameter is a type of chord.  How is a chord a diameter? What do you notice?",student,[Inaudible].,teacher,"It doesn't necessarily cut the circle in half.  How do you build on that definition, that example?  What else would you say?",student,It doesn't pass through the center.,teacher,"That's correct.  Our chord isn't passing through the center. So we have LM.  That's a chord.  We have LT.  That's a chord.  Then we have our diameter, QS.  That's a chord. All right.  It passes through unlike the other guys.  They don’t pass through at all.  They just fall wherever they want in the circle.  Who's clear so far on radius, diameter, and chord?  Who's almost there?  I want to make sure we reel in everybody.  We're almost there.  I think everybody's almost there.  Who has their chords, radiuses, and diameters on their boards?  Let me take a look.  Okay. Good.  Going to add some more stuff on there, more stuff to add.  Angle.  Circle.  How is that an angle?  Let's see. An angle, a central angle – who can read that for me? Interesting stuff.  Read that.",student,And angle that has the center of the circle as its vertex.,teacher,It's an angle that has the center of a circle as its vertex. What's the center of my circle here?,1,1,1,0
1061,1061_136,Excuse me?,teacher,"So, tell me what it is.",multiple students,[Multiple comments].,teacher,[Talking in foreign language].,student,I have a question.,teacher,Excuse me?,student,[Inaudible].,student,What is the coldest temperature?,0,0,0,1
254,254_351,Keep going then.  You both have to have the same response. I'll think about it.  Did you use a number line?,student,Can I use the bathroom?,teacher,"No, sweetie.  You guys are solving.  You have -- [yes, you can].",student,We did them.,student,We did [all] four.,teacher,Keep going then.  You both have to have the same response. I'll think about it.  Did you use a number line?,student,Yeah.,teacher,"Let me see.  Okay.  So let's see.  Both of you quietly.  If Student H is still in there, you wait until he comes out. And you can go when they get back.  Okay.  So 150 take away 70 is 80.  [Even though] you have to add 2 --",0,0,1,0
4760,4760_706,- for free.,student,Oh.  [Inaudible].  [Students working on problem].,student,[Inaudible] 24 cans?  But how much is the cans?,teacher,"It doesn’t matter how much the can costs.  You pay for three, and then you get one -",student,More.,teacher,- for free.,student,Oh.  Okay.,student,Twenty-four cans?,0,0,0,0
446,446_126,"Any one, either one.",teacher,"Eight, eight.  [Inaudible.]  Awesome.  I like that one.  Do you want to put that one on the board for me?  All right. [Inaudible.]  It’s all right.  Good.  All right, can you do it?  Have one-third over there?  All right, I’m gonna come around and ask – [inaudible].  I’m gonna ask two people to put their one-third on the board.  The first person was Student J.  Actually, Student J, you can’t do it.  I’m sorry, ’cause you can’t be on video.  I’m sorry, hon. Let’s have Student D for this one.  Yep.  So, here’s a [inaudible] marker.",student,[Inaudible.],teacher,Why don’t you put this one up?,student,Okay.,teacher,"Any one, either one.",student,Can I get a marker?,teacher,Yeah.,0,0,0,0
2099,2099_314,So you basically created a –,teacher,"Okay, you could draw pictures of pizza, which some of you did. That’d be fine.  What else did some of you do?  Pictures of pizza would be fine.  What else did you do?  Student J.",student,Groups.,teacher,You did them in groups meaning what?,student,[Inaudible].,teacher,So you basically created a –,student,T chart.,teacher,"Well, double T chart.  Right, a double T chart.  You created a chart.  Okay and your chart would include something like this.",1,0,1,0
2110,2110_340,Student M?,multiple students,[Multiple answers].,student,Twenty-seven.,teacher,"Now, remember when we were working with thirty, so where does that twenty-seven go under?",multiple students,Thirty.,teacher,Student M?,student,Thirty.,teacher,"The thirty.  The eight doesn’t even exist to us, yet.  Not yet. Not yet.  So, now, sissy says?",0,0,0,0
4053,4053_295,"Okay, so seven twenty-one – seven out of 21 is written – what’s the simplest form?",teacher,"Oh, go ahead.  I don’t want to confuse you.",student,[Inaudible],teacher,Mm-hmm.,student,[Inaudible] three.  So it’s one over three.,teacher,"Okay, so seven twenty-one – seven out of 21 is written – what’s the simplest form?",student,One-third.,student,One-third.,0,0,1,0
834,834_558,"Okay.  All right.  Now, there's our answer – there's not an answer that says 12 down there.",teacher,"4.  This means this is 4 up here.  Sorry, Charlie.  All right. So that just becomes a basic rectangle.  Which is a formula for a rectangle, Student E?",student,"Oh, length times width.",teacher,Length times width.  Length times width.  3 times 4 is –,multiple students,12.,teacher,"Okay.  All right.  Now, there's our answer – there's not an answer that says 12 down there.",student,But there is one that goes into [inaudible].,teacher,"Okay.  There is, but look, there's 12.  Am I finished?",1,0,0,0
756,756_56,"Okay, so there are a few – there are a few patterns that we have in there.  This is 15, so what are we counting by on this one?  How would you know?  What did you use as a landmark number?  Yes?",teacher,"Odd, even –",multiple students,Odd –,teacher,"Okay, that’s –",multiple students,"Odd, even, odd, even.",teacher,"Okay, so there are a few – there are a few patterns that we have in there.  This is 15, so what are we counting by on this one?  How would you know?  What did you use as a landmark number?  Yes?",student,"You did 15 plus 10 is 25, minus three is 22.",teacher,"Okay, so the next one is what?",1,1,1,0
